load,wind,solar,time
23058.0,2679,0,2014-06-01 00:00:00
21579.0,3305,0,2014-06-01 01:00:00
20536.0,3267,0,2014-06-01 02:00:00
19918.0,3116,0,2014-06-01 03:00:00
19676.0,2679,120,2014-06-01 04:00:00
19568.0,2131,130,2014-06-01 05:00:00
19415.0,1576,520,2014-06-01 06:00:00
19668.0,960,1793,2014-06-01 07:00:00
20650.0,526,3331,2014-06-01 08:00:00
21905.0,411,4164,2014-06-01 09:00:00
22853.0,356,4618,2014-06-01 10:00:00
24014.0,375,4767,2014-06-01 11:00:00
24857.0,353,4742,2014-06-01 12:00:00
25704.0,468,4726,2014-06-01 13:00:00
26676.0,556,4706,2014-06-01 14:00:00
27777.0,785,4467,2014-06-01 15:00:00
28862.0,1106,3948,2014-06-01 16:00:00
29845.0,1523,3078,2014-06-01 17:00:00
30276.0,1568,1651,2014-06-01 18:00:00
30164.0,1419,376,2014-06-01 19:00:00
29825.0,1496,0,2014-06-01 20:00:00
29969.0,1576,0,2014-06-01 21:00:00
27971.0,1667,0,2014-06-01 22:00:00
25111.0,1640,0,2014-06-01 23:00:00
22794.0,1708,0,2014-06-02 00:00:00
21353.0,1679,0,2014-06-02 01:00:00
20441.0,1587,0,2014-06-02 02:00:00
19962.0,1403,0,2014-06-02 03:00:00
20033.0,1412,118,2014-06-02 04:00:00
20794.0,1698,129,2014-06-02 05:00:00
21958.0,1743,527,2014-06-02 06:00:00
24074.0,1720,1702,2014-06-02 07:00:00
25880.0,1749,2991,2014-06-02 08:00:00
27001.0,1593,3836,2014-06-02 09:00:00
28198.0,1642,4395,2014-06-02 10:00:00
29228.0,1991,4547,2014-06-02 11:00:00
29661.0,2293,4427,2014-06-02 12:00:00
30395.0,2397,4372,2014-06-02 13:00:00
31126.0,2696,4420,2014-06-02 14:00:00
31377.0,3104,3893,2014-06-02 15:00:00
32068.0,3029,3190,2014-06-02 16:00:00
32256.0,2696,2359,2014-06-02 17:00:00
31687.0,2487,1173,2014-06-02 18:00:00
31190.0,2387,288,2014-06-02 19:00:00
30816.0,2562,0,2014-06-02 20:00:00
30946.0,2643,0,2014-06-02 21:00:00
28821.0,2573,0,2014-06-02 22:00:00
25836.0,2744,0,2014-06-02 23:00:00
23462.0,2865,0,2014-06-03 00:00:00
21980.0,2734,0,2014-06-03 01:00:00
21056.0,2494,0,2014-06-03 02:00:00
20577.0,2198,0,2014-06-03 03:00:00
20589.0,2029,121,2014-06-03 04:00:00
21245.0,1716,132,2014-06-03 05:00:00
22303.0,1452,507,2014-06-03 06:00:00
24364.0,1283,1704,2014-06-03 07:00:00
25904.0,970,3122,2014-06-03 08:00:00
26918.0,659,3834,2014-06-03 09:00:00
27953.0,546,4229,2014-06-03 10:00:00
28862.0,471,4271,2014-06-03 11:00:00
29371.0,497,4353,2014-06-03 12:00:00
29988.0,563,4249,2014-06-03 13:00:00
31128.0,837,4368,2014-06-03 14:00:00
31669.0,1205,4193,2014-06-03 15:00:00
32616.0,1513,3752,2014-06-03 16:00:00
32874.0,1731,2921,2014-06-03 17:00:00
32712.0,1801,1527,2014-06-03 18:00:00
32182.0,1955,262,2014-06-03 19:00:00
31688.0,2247,0,2014-06-03 20:00:00
31900.0,2326,0,2014-06-03 21:00:00
29709.0,2145,0,2014-06-03 22:00:00
26601.0,2121,0,2014-06-03 23:00:00
24021.0,2574,0,2014-06-04 00:00:00
