load,wind,solar,time
25301.0,1531,0,2015-09-01 00:00:00
24478.0,1706,0,2015-09-01 01:00:00
23799.0,1460,0,2015-09-01 02:00:00
23210.0,1373,0,2015-09-01 03:00:00
23222.0,1305,0,2015-09-01 04:00:00
24037.0,1057,0,2015-09-01 05:00:00
26033.0,948,75,2015-09-01 06:00:00
27224.0,730,1339,2015-09-01 07:00:00
28202.0,519,3876,2015-09-01 08:00:00
29534.0,403,5365,2015-09-01 09:00:00
30448.0,284,5849,2015-09-01 10:00:00
31552.0,369,6178,2015-09-01 11:00:00
32313.0,525,5863,2015-09-01 12:00:00
33669.0,670,5873,2015-09-01 13:00:00
34929.0,795,5400,2015-09-01 14:00:00
35981.0,970,4968,2015-09-01 15:00:00
36821.0,1292,4357,2015-09-01 16:00:00
36877.0,1487,2719,2015-09-01 17:00:00
35937.0,1669,765,2015-09-01 18:00:00
34894.0,1836,45,2015-09-01 19:00:00
34997.0,1873,46,2015-09-01 20:00:00
33428.0,1986,12,2015-09-01 21:00:00
30490.0,1943,0,2015-09-01 22:00:00
27367.0,2052,0,2015-09-01 23:00:00
25085.0,1760,0,2015-09-02 00:00:00
23597.0,1891,0,2015-09-02 01:00:00
22666.0,1728,0,2015-09-02 02:00:00
22065.0,1870,0,2015-09-02 03:00:00
22021.0,1875,0,2015-09-02 04:00:00
22802.0,1711,0,2015-09-02 05:00:00
24761.0,1694,55,2015-09-02 06:00:00
26868.0,1495,1247,2015-09-02 07:00:00
28172.0,1256,3400,2015-09-02 08:00:00
28995.0,1214,4667,2015-09-02 09:00:00
29990.0,1328,5599,2015-09-02 10:00:00
30871.0,1450,6165,2015-09-02 11:00:00
31558.0,1613,6230,2015-09-02 12:00:00
32332.0,1692,6182,2015-09-02 13:00:00
33309.0,1844,5956,2015-09-02 14:00:00
34180.0,2100,5439,2015-09-02 15:00:00
34975.0,2344,4796,2015-09-02 16:00:00
35129.0,2391,3288,2015-09-02 17:00:00
34295.0,2152,1007,2015-09-02 18:00:00
33713.0,2160,0,2015-09-02 19:00:00
33826.0,2240,0,2015-09-02 20:00:00
32391.0,2149,0,2015-09-02 21:00:00
29682.0,2198,0,2015-09-02 22:00:00
26679.0,2196,0,2015-09-02 23:00:00
24416.0,1753,0,2015-09-03 00:00:00
22941.0,2028,0,2015-09-03 01:00:00
22046.0,2049,0,2015-09-03 02:00:00
21441.0,1818,0,2015-09-03 03:00:00
21433.0,1578,0,2015-09-03 04:00:00
22226.0,1496,0,2015-09-03 05:00:00
24244.0,1364,45,2015-09-03 06:00:00
26295.0,1243,1352,2015-09-03 07:00:00
27173.0,1200,3871,2015-09-03 08:00:00
28130.0,1237,5442,2015-09-03 09:00:00
28750.0,1213,6018,2015-09-03 10:00:00
29376.0,1294,6347,2015-09-03 11:00:00
29571.0,1359,6446,2015-09-03 12:00:00
30156.0,1480,6407,2015-09-03 13:00:00
31190.0,1690,6358,2015-09-03 14:00:00
31891.0,1904,5981,2015-09-03 15:00:00
32560.0,1921,5174,2015-09-03 16:00:00
32552.0,1907,3711,2015-09-03 17:00:00
31946.0,1824,1143,2015-09-03 18:00:00
31886.0,1710,0,2015-09-03 19:00:00
32349.0,1854,0,2015-09-03 20:00:00
31070.0,1709,0,2015-09-03 21:00:00
28647.0,1478,0,2015-09-03 22:00:00
25819.0,1562,0,2015-09-03 23:00:00
23720.0,1453,0,2015-09-04 00:00:00
22283.0,1635,0,2015-09-04 01:00:00
21525.0,1567,0,2015-09-04 02:00:00
