load,wind,solar,time
27932.0,2356,0,2013-07-01 00:00:00
25717.0,2496,0,2013-07-01 01:00:00
24643.0,2695,0,2013-07-01 02:00:00
23804.0,2420,0,2013-07-01 03:00:00
23471.0,2139,0,2013-07-01 04:00:00
24274.0,2008,0,2013-07-01 05:00:00
25308.0,1464,90,2013-07-01 06:00:00
27601.0,587,347,2013-07-01 07:00:00
30212.0,289,780,2013-07-01 08:00:00
32561.0,285,1011,2013-07-01 09:00:00
34721.0,322,1343,2013-07-01 10:00:00
36772.0,352,1574,2013-07-01 11:00:00
38533.0,425,1682,2013-07-01 12:00:00
40440.0,539,1663,2013-07-01 13:00:00
42013.0,698,1561,2013-07-01 14:00:00
43352.0,970,1431,2013-07-01 15:00:00
44038.0,1203,1212,2013-07-01 16:00:00
44053.0,1551,1034,2013-07-01 17:00:00
42916.0,1551,475,2013-07-01 18:00:00
41347.0,1639,77,2013-07-01 19:00:00
39724.0,1843,0,2013-07-01 20:00:00
40152.0,2263,0,2013-07-01 21:00:00
36837.0,2273,0,2013-07-01 22:00:00
32991.0,2283,0,2013-07-01 23:00:00
29663.0,2320,0,2013-07-02 00:00:00
27252.0,2212,0,2013-07-02 01:00:00
25885.0,1721,0,2013-07-02 02:00:00
25001.0,1351,0,2013-07-02 03:00:00
24593.0,1199,0,2013-07-02 04:00:00
25179.0,1045,5,2013-07-02 05:00:00
26116.0,959,91,2013-07-02 06:00:00
28282.0,918,374,2013-07-02 07:00:00
30681.0,751,834,2013-07-02 08:00:00
33350.0,930,1183,2013-07-02 09:00:00
35740.0,759,1486,2013-07-02 10:00:00
38027.0,614,1825,2013-07-02 11:00:00
39758.0,464,1996,2013-07-02 12:00:00
41613.0,447,1995,2013-07-02 13:00:00
42572.0,902,1943,2013-07-02 14:00:00
43121.0,1659,1685,2013-07-02 15:00:00
42567.0,2325,1463,2013-07-02 16:00:00
41603.0,2997,1037,2013-07-02 17:00:00
40147.0,3409,480,2013-07-02 18:00:00
38862.0,3639,84,2013-07-02 19:00:00
37366.0,3780,0,2013-07-02 20:00:00
37459.0,3810,0,2013-07-02 21:00:00
34821.0,3754,0,2013-07-02 22:00:00
31434.0,3691,0,2013-07-02 23:00:00
28392.0,3602,0,2013-07-03 00:00:00
26311.0,3414,0,2013-07-03 01:00:00
24880.0,3019,0,2013-07-03 02:00:00
24043.0,2686,0,2013-07-03 03:00:00
23688.0,2418,0,2013-07-03 04:00:00
24437.0,2595,0,2013-07-03 05:00:00
25470.0,2678,97,2013-07-03 06:00:00
27456.0,2560,427,2013-07-03 07:00:00
29717.0,2232,889,2013-07-03 08:00:00
31892.0,2043,1222,2013-07-03 09:00:00
33759.0,1495,1521,2013-07-03 10:00:00
35952.0,1060,1746,2013-07-03 11:00:00
37531.0,835,1868,2013-07-03 12:00:00
39245.0,846,1816,2013-07-03 13:00:00
40988.0,1438,1699,2013-07-03 14:00:00
42385.0,2307,1652,2013-07-03 15:00:00
42311.0,2695,1407,2013-07-03 16:00:00
42107.0,3099,989,2013-07-03 17:00:00
41054.0,3484,529,2013-07-03 18:00:00
39614.0,3431,98,2013-07-03 19:00:00
37732.0,3566,0,2013-07-03 20:00:00
37581.0,3565,0,2013-07-03 21:00:00
34876.0,3719,0,2013-07-03 22:00:00
31506.0,3656,0,2013-07-03 23:00:00
28872.0,3443,0,2013-07-04 00:00:00
26625.0,3058,0,2013-07-04 01:00:00
25162.0,2537,0,2013-07-04 02:00:00
24047.0,2299,0,2013-07-04 03:00:00
23461.0,2138,0,2013-07-04 04:00:00
23496.0,1743,0,2013-07-04 05:00:00
23416.0,1956,80,2013-07-04 06:00:00
24275.0,1586,404,2013-07-04 07:00:00
25817.0,1207,904,2013-07-04 08:00:00
27937.0,831,1357,2013-07-04 09:00:00
30204.0,613,1701,2013-07-04 10:00:00
32540.0,579,1865,2013-07-04 11:00:00
34256.0,570,1916,2013-07-04 12:00:00
36007.0,968,1966,2013-07-04 13:00:00
37344.0,1435,1912,2013-07-04 14:00:00
38303.0,1806,1773,2013-07-04 15:00:00
38773.0,2226,1420,2013-07-04 16:00:00
38743.0,2732,1024,2013-07-04 17:00:00
37921.0,2993,512,2013-07-04 18:00:00
36492.0,2839,88,2013-07-04 19:00:00
34589.0,2974,0,2013-07-04 20:00:00
33677.0,3321,0,2013-07-04 21:00:00
31688.0,3350,0,2013-07-04 22:00:00
29573.0,3262,0,2013-07-04 23:00:00
27321.0,3159,0,2013-07-05 00:00:00
25372.0,2777,0,2013-07-05 01:00:00
23892.0,2637,0,2013-07-05 02:00:00
23017.0,2652,0,2013-07-05 03:00:00
22652.0,2589,0,2013-07-05 04:00:00
23077.0,2472,0,2013-07-05 05:00:00
23703.0,2228,85,2013-07-05 06:00:00
24805.0,1811,409,2013-07-05 07:00:00
26584.0,1675,1021,2013-07-05 08:00:00
28027.0,1592,1433,2013-07-05 09:00:00
29688.0,1648,1638,2013-07-05 10:00:00
31142.0,1645,1824,2013-07-05 11:00:00
32217.0,1705,1982,2013-07-05 12:00:00
33180.0,2036,1998,2013-07-05 13:00:00
34063.0,2005,1969,2013-07-05 14:00:00
34852.0,2081,1678,2013-07-05 15:00:00
35353.0,2289,1417,2013-07-05 16:00:00
35632.0,2615,1116,2013-07-05 17:00:00
35152.0,2605,515,2013-07-05 18:00:00
34115.0,2378,94,2013-07-05 19:00:00
32691.0,2431,0,2013-07-05 20:00:00
32952.0,2469,0,2013-07-05 21:00:00
30816.0,2374,0,2013-07-05 22:00:00
28137.0,2186,0,2013-07-05 23:00:00
25649.0,1921,0,2013-07-06 00:00:00
23817.0,1666,0,2013-07-06 01:00:00
22635.0,1564,0,2013-07-06 02:00:00
21792.0,1442,0,2013-07-06 03:00:00
21337.0,1281,0,2013-07-06 04:00:00
21407.0,1278,0,2013-07-06 05:00:00
21347.0,1181,84,2013-07-06 06:00:00
22073.0,1029,398,2013-07-06 07:00:00
23396.0,749,1000,2013-07-06 08:00:00
25112.0,480,1451,2013-07-06 09:00:00
26703.0,370,1704,2013-07-06 10:00:00
28050.0,458,1815,2013-07-06 11:00:00
29212.0,896,1757,2013-07-06 12:00:00
30308.0,1247,1736,2013-07-06 13:00:00
31561.0,1344,1685,2013-07-06 14:00:00
32741.0,1527,1546,2013-07-06 15:00:00
33528.0,1650,1269,2013-07-06 16:00:00
33793.0,1788,965,2013-07-06 17:00:00
33594.0,1858,418,2013-07-06 18:00:00
32868.0,2196,78,2013-07-06 19:00:00
31684.0,2383,0,2013-07-06 20:00:00
32002.0,2589,0,2013-07-06 21:00:00
30106.0,2471,0,2013-07-06 22:00:00
27747.0,2426,0,2013-07-06 23:00:00
25359.0,2485,0,2013-07-07 00:00:00
23566.0,2423,0,2013-07-07 01:00:00
22319.0,2167,0,2013-07-07 02:00:00
21514.0,2101,0,2013-07-07 03:00:00
21078.0,2069,2,2013-07-07 04:00:00
21002.0,1842,2,2013-07-07 05:00:00
20699.0,1671,91,2013-07-07 06:00:00
21031.0,1481,474,2013-07-07 07:00:00
22376.0,1367,1111,2013-07-07 08:00:00
23828.0,1298,1586,2013-07-07 09:00:00
25412.0,892,1821,2013-07-07 10:00:00
26989.0,767,2023,2013-07-07 11:00:00
28367.0,798,2037,2013-07-07 12:00:00
29744.0,919,2021,2013-07-07 13:00:00
31493.0,1104,1979,2013-07-07 14:00:00
32785.0,1444,1775,2013-07-07 15:00:00
34145.0,1713,1519,2013-07-07 16:00:00
34907.0,2048,1082,2013-07-07 17:00:00
34959.0,2317,589,2013-07-07 18:00:00
34524.0,2405,100,2013-07-07 19:00:00
33177.0,2642,0,2013-07-07 20:00:00
33205.0,2850,0,2013-07-07 21:00:00
30977.0,2859,0,2013-07-07 22:00:00
27897.0,2735,0,2013-07-07 23:00:00
25233.0,2514,0,2013-07-08 00:00:00
23383.0,2341,0,2013-07-08 01:00:00
22186.0,2194,0,2013-07-08 02:00:00
21556.0,2088,0,2013-07-08 03:00:00
21400.0,1937,0,2013-07-08 04:00:00
22214.0,1671,0,2013-07-08 05:00:00
23314.0,1342,99,2013-07-08 06:00:00
25269.0,1119,511,2013-07-08 07:00:00
27653.0,901,1163,2013-07-08 08:00:00
29594.0,718,1625,2013-07-08 09:00:00
31584.0,549,1948,2013-07-08 10:00:00
33310.0,567,2075,2013-07-08 11:00:00
34703.0,530,2117,2013-07-08 12:00:00
36344.0,623,2103,2013-07-08 13:00:00
38079.0,988,2083,2013-07-08 14:00:00
39572.0,1322,1929,2013-07-08 15:00:00
40486.0,1624,1641,2013-07-08 16:00:00
