load,wind,solar,time
22243.0,3560,0,2013-05-01 00:00:00
21045.0,3463,0,2013-05-01 01:00:00
20278.0,3169,0,2013-05-01 02:00:00
19898.0,2676,0,2013-05-01 03:00:00
19958.0,1941,0,2013-05-01 04:00:00
20826.0,1594,0,2013-05-01 05:00:00
22340.0,1540,41,2013-05-01 06:00:00
24584.0,1507,310,2013-05-01 07:00:00
25657.0,1669,906,2013-05-01 08:00:00
26860.0,2304,1327,2013-05-01 09:00:00
27941.0,2428,1532,2013-05-01 10:00:00
28351.0,2397,1599,2013-05-01 11:00:00
28615.0,2266,1606,2013-05-01 12:00:00
29106.0,2029,1600,2013-05-01 13:00:00
29513.0,1668,1587,2013-05-01 14:00:00
30020.0,1286,1476,2013-05-01 15:00:00
30357.0,1119,1234,2013-05-01 16:00:00
30230.0,1174,881,2013-05-01 17:00:00
30071.0,1007,380,2013-05-01 18:00:00
29893.0,749,10,2013-05-01 19:00:00
30953.0,626,0,2013-05-01 20:00:00
30447.0,512,0,2013-05-01 21:00:00
28195.0,534,0,2013-05-01 22:00:00
25283.0,586,0,2013-05-01 23:00:00
22983.0,737,0,2013-05-02 00:00:00
21592.0,903,0,2013-05-02 01:00:00
20761.0,1196,0,2013-05-02 02:00:00
20218.0,1326,0,2013-05-02 03:00:00
20252.0,1393,0,2013-05-02 04:00:00
21059.0,1282,0,2013-05-02 05:00:00
22572.0,1190,45,2013-05-02 06:00:00
24647.0,1122,349,2013-05-02 07:00:00
25849.0,1299,975,2013-05-02 08:00:00
27252.0,1528,1398,2013-05-02 09:00:00
28574.0,1472,1535,2013-05-02 10:00:00
29466.0,1304,1488,2013-05-02 11:00:00
30268.0,1187,1495,2013-05-02 12:00:00
31061.0,891,1484,2013-05-02 13:00:00
31778.0,686,1458,2013-05-02 14:00:00
32450.0,551,1347,2013-05-02 15:00:00
33056.0,516,1109,2013-05-02 16:00:00
33183.0,441,777,2013-05-02 17:00:00
32613.0,357,370,2013-05-02 18:00:00
32128.0,464,2,2013-05-02 19:00:00
32938.0,570,0,2013-05-02 20:00:00
32067.0,562,0,2013-05-02 21:00:00
29462.0,616,0,2013-05-02 22:00:00
26306.0,638,0,2013-05-02 23:00:00
23804.0,647,0,2013-05-03 00:00:00
22205.0,665,0,2013-05-03 01:00:00
21135.0,655,0,2013-05-03 02:00:00
20615.0,612,0,2013-05-03 03:00:00
20489.0,510,0,2013-05-03 04:00:00
21216.0,390,0,2013-05-03 05:00:00
22526.0,299,47,2013-05-03 06:00:00
24316.0,227,327,2013-05-03 07:00:00
25985.0,221,969,2013-05-03 08:00:00
27630.0,305,1394,2013-05-03 09:00:00
29327.0,342,1592,2013-05-03 10:00:00
30496.0,298,1649,2013-05-03 11:00:00
31382.0,246,1672,2013-05-03 12:00:00
31988.0,217,1657,2013-05-03 13:00:00
33237.0,193,1614,2013-05-03 14:00:00
33790.0,198,1480,2013-05-03 15:00:00
34152.0,295,1214,2013-05-03 16:00:00
33951.0,689,881,2013-05-03 17:00:00
33008.0,1327,357,2013-05-03 18:00:00
32072.0,1371,2,2013-05-03 19:00:00
32533.0,1384,0,2013-05-03 20:00:00
31601.0,1533,0,2013-05-03 21:00:00
29264.0,1491,0,2013-05-03 22:00:00
26395.0,1841,0,2013-05-03 23:00:00
23897.0,1875,0,2013-05-04 00:00:00
22290.0,1672,0,2013-05-04 01:00:00
21231.0,1694,0,2013-05-04 02:00:00
20586.0,1794,0,2013-05-04 03:00:00
20090.0,1563,0,2013-05-04 04:00:00
20282.0,1584,0,2013-05-04 05:00:00
20501.0,1787,53,2013-05-04 06:00:00
21129.0,2001,330,2013-05-04 07:00:00
22371.0,1902,915,2013-05-04 08:00:00
23680.0,1920,1299,2013-05-04 09:00:00
24935.0,1793,1522,2013-05-04 10:00:00
25717.0,1573,1602,2013-05-04 11:00:00
26259.0,1416,1597,2013-05-04 12:00:00
26564.0,1731,1583,2013-05-04 13:00:00
26999.0,2011,1535,2013-05-04 14:00:00
27387.0,2113,1365,2013-05-04 15:00:00
27857.0,2085,1053,2013-05-04 16:00:00
28015.0,2212,732,2013-05-04 17:00:00
27818.0,2254,277,2013-05-04 18:00:00
27363.0,2206,0,2013-05-04 19:00:00
27997.0,2305,0,2013-05-04 20:00:00
27778.0,2223,0,2013-05-04 21:00:00
26004.0,2191,0,2013-05-04 22:00:00
23958.0,2176,0,2013-05-04 23:00:00
22014.0,2273,0,2013-05-05 00:00:00
20661.0,2318,0,2013-05-05 01:00:00
19800.0,2303,0,2013-05-05 02:00:00
19337.0,2165,0,2013-05-05 03:00:00
19026.0,2154,0,2013-05-05 04:00:00
19091.0,1776,0,2013-05-05 05:00:00
19084.0,1532,53,2013-05-05 06:00:00
19537.0,1686,315,2013-05-05 07:00:00
20454.0,1882,668,2013-05-05 08:00:00
21582.0,1794,898,2013-05-05 09:00:00
22677.0,1875,1023,2013-05-05 10:00:00
23107.0,1842,1004,2013-05-05 11:00:00
23540.0,1863,1076,2013-05-05 12:00:00
23328.0,1963,1062,2013-05-05 13:00:00
23194.0,1896,1049,2013-05-05 14:00:00
23101.0,1957,991,2013-05-05 15:00:00
23210.0,1976,657,2013-05-05 16:00:00
23593.0,2226,345,2013-05-05 17:00:00
23930.0,1980,122,2013-05-05 18:00:00
24304.0,1617,0,2013-05-05 19:00:00
26182.0,1479,0,2013-05-05 20:00:00
26212.0,1581,0,2013-05-05 21:00:00
24442.0,1535,0,2013-05-05 22:00:00
22355.0,1213,0,2013-05-05 23:00:00
20629.0,955,0,2013-05-06 00:00:00
19639.0,970,0,2013-05-06 01:00:00
19095.0,896,0,2013-05-06 02:00:00
18856.0,785,0,2013-05-06 03:00:00
19041.0,685,3,2013-05-06 04:00:00
20081.0,679,4,2013-05-06 05:00:00
21678.0,588,47,2013-05-06 06:00:00
23941.0,659,273,2013-05-06 07:00:00
25367.0,749,522,2013-05-06 08:00:00
26641.0,668,829,2013-05-06 09:00:00
27503.0,753,1061,2013-05-06 10:00:00
28006.0,1057,1162,2013-05-06 11:00:00
28203.0,1082,1193,2013-05-06 12:00:00
27939.0,1079,1200,2013-05-06 13:00:00
27844.0,1370,1317,2013-05-06 14:00:00
27517.0,1597,1226,2013-05-06 15:00:00
27186.0,1874,1016,2013-05-06 16:00:00
26860.0,1670,614,2013-05-06 17:00:00
26688.0,1586,223,2013-05-06 18:00:00
26784.0,1494,0,2013-05-06 19:00:00
28277.0,1467,0,2013-05-06 20:00:00
28228.0,1469,0,2013-05-06 21:00:00
26065.0,1512,0,2013-05-06 22:00:00
23490.0,1494,0,2013-05-06 23:00:00
21590.0,1472,0,2013-05-07 00:00:00
20527.0,1302,0,2013-05-07 01:00:00
19816.0,1102,0,2013-05-07 02:00:00
19469.0,955,0,2013-05-07 03:00:00
19627.0,866,0,2013-05-07 04:00:00
20474.0,1028,0,2013-05-07 05:00:00
22079.0,1264,50,2013-05-07 06:00:00
24298.0,1662,286,2013-05-07 07:00:00
25705.0,1848,755,2013-05-07 08:00:00
26375.0,2059,1141,2013-05-07 09:00:00
26755.0,1892,1096,2013-05-07 10:00:00
27553.0,1773,1235,2013-05-07 11:00:00
27437.0,2315,1222,2013-05-07 12:00:00
27397.0,2319,1261,2013-05-07 13:00:00
27567.0,2683,1241,2013-05-07 14:00:00
27321.0,2634,1136,2013-05-07 15:00:00
27233.0,2646,1067,2013-05-07 16:00:00
26919.0,2806,759,2013-05-07 17:00:00
26588.0,2961,366,2013-05-07 18:00:00
26579.0,2862,6,2013-05-07 19:00:00
28064.0,2625,0,2013-05-07 20:00:00
28203.0,2849,0,2013-05-07 21:00:00
26398.0,2653,0,2013-05-07 22:00:00
23708.0,2497,0,2013-05-07 23:00:00
21819.0,2821,0,2013-05-08 00:00:00
20523.0,2993,0,2013-05-08 01:00:00
19904.0,3088,0,2013-05-08 02:00:00
19458.0,3089,0,2013-05-08 03:00:00
19541.0,3184,0,2013-05-08 04:00:00
20445.0,3015,0,2013-05-08 05:00:00
21961.0,2731,42,2013-05-08 06:00:00
24097.0,2491,314,2013-05-08 07:00:00
25421.0,2383,918,2013-05-08 08:00:00
26284.0,2273,1201,2013-05-08 09:00:00
27064.0,2014,1366,2013-05-08 10:00:00
27398.0,1560,1531,2013-05-08 11:00:00
27329.0,1354,1603,2013-05-08 12:00:00
27351.0,1332,1541,2013-05-08 13:00:00
27240.0,1532,1312,2013-05-08 14:00:00
27045.0,2092,1112,2013-05-08 15:00:00
26646.0,2830,837,2013-05-08 16:00:00
26397.0,3337,489,2013-05-08 17:00:00
26050.0,3490,167,2013-05-08 18:00:00
26146.0,3258,0,2013-05-08 19:00:00
27962.0,3333,0,2013-05-08 20:00:00
28226.0,3360,0,2013-05-08 21:00:00
26333.0,3338,0,2013-05-08 22:00:00
23514.0,3391,0,2013-05-08 23:00:00
21713.0,3358,0,2013-05-09 00:00:00
20487.0,3453,0,2013-05-09 01:00:00
19908.0,3367,0,2013-05-09 02:00:00
19358.0,3349,0,2013-05-09 03:00:00
19446.0,3253,0,2013-05-09 04:00:00
20348.0,3128,0,2013-05-09 05:00:00
21908.0,3014,61,2013-05-09 06:00:00
24017.0,2776,386,2013-05-09 07:00:00
25182.0,2583,1059,2013-05-09 08:00:00
26030.0,2134,1432,2013-05-09 09:00:00
26917.0,1702,1683,2013-05-09 10:00:00
27347.0,1614,1716,2013-05-09 11:00:00
27447.0,1307,1490,2013-05-09 12:00:00
27750.0,1505,1362,2013-05-09 13:00:00
28092.0,2344,1349,2013-05-09 14:00:00
28021.0,2805,1096,2013-05-09 15:00:00
27709.0,3322,878,2013-05-09 16:00:00
27484.0,3277,499,2013-05-09 17:00:00
27106.0,3017,176,2013-05-09 18:00:00
26920.0,2947,0,2013-05-09 19:00:00
28875.0,3243,0,2013-05-09 20:00:00
28737.0,3093,0,2013-05-09 21:00:00
26691.0,2835,0,2013-05-09 22:00:00
24124.0,2579,0,2013-05-09 23:00:00
22059.0,2610,0,2013-05-10 00:00:00
20761.0,3094,0,2013-05-10 01:00:00
20018.0,2831,0,2013-05-10 02:00:00
19629.0,3113,0,2013-05-10 03:00:00
19646.0,3281,0,2013-05-10 04:00:00
20488.0,3061,0,2013-05-10 05:00:00
22002.0,2587,61,2013-05-10 06:00:00
24121.0,1870,423,2013-05-10 07:00:00
25358.0,1063,1098,2013-05-10 08:00:00
26392.0,505,1469,2013-05-10 09:00:00
27314.0,292,1711,2013-05-10 10:00:00
28046.0,352,1795,2013-05-10 11:00:00
28286.0,460,1826,2013-05-10 12:00:00
28608.0,651,1813,2013-05-10 13:00:00
29157.0,870,1677,2013-05-10 14:00:00
29438.0,1511,1483,2013-05-10 15:00:00
29597.0,2425,1195,2013-05-10 16:00:00
29367.0,2776,908,2013-05-10 17:00:00
28837.0,3123,376,2013-05-10 18:00:00
28592.0,3330,2,2013-05-10 19:00:00
29296.0,3553,0,2013-05-10 20:00:00
29305.0,3481,0,2013-05-10 21:00:00
27657.0,3397,0,2013-05-10 22:00:00
25263.0,3309,0,2013-05-10 23:00:00
23027.0,3130,0,2013-05-11 00:00:00
21582.0,2865,0,2013-05-11 01:00:00
20512.0,2248,0,2013-05-11 02:00:00
19986.0,1563,0,2013-05-11 03:00:00
19725.0,1218,0,2013-05-11 04:00:00
19845.0,1119,0,2013-05-11 05:00:00
20149.0,802,55,2013-05-11 06:00:00
20805.0,343,369,2013-05-11 07:00:00
22282.0,158,930,2013-05-11 08:00:00
23811.0,123,1255,2013-05-11 09:00:00
25137.0,207,1547,2013-05-11 10:00:00
26089.0,260,1651,2013-05-11 11:00:00
27052.0,264,1658,2013-05-11 12:00:00
27877.0,297,1632,2013-05-11 13:00:00
28849.0,259,1590,2013-05-11 14:00:00
29523.0,308,1380,2013-05-11 15:00:00
30430.0,317,1042,2013-05-11 16:00:00
30764.0,343,723,2013-05-11 17:00:00
30642.0,441,321,2013-05-11 18:00:00
30211.0,713,6,2013-05-11 19:00:00
30339.0,867,0,2013-05-11 20:00:00
30109.0,1132,0,2013-05-11 21:00:00
28328.0,1362,0,2013-05-11 22:00:00
25892.0,1441,0,2013-05-11 23:00:00
23577.0,1699,0,2013-05-12 00:00:00
