load,wind,solar,time
22212.0,61,0,2013-01-01 00:00:00
21190.0,51,0,2013-01-01 01:00:00
20377.0,74,0,2013-01-01 02:00:00
19722.0,304,0,2013-01-01 03:00:00
19586.0,210,0,2013-01-01 04:00:00
19872.0,134,0,2013-01-01 05:00:00
20493.0,286,0,2013-01-01 06:00:00
20767.0,475,79,2013-01-01 07:00:00
20883.0,481,258,2013-01-01 08:00:00
21451.0,318,551,2013-01-01 09:00:00
22088.0,522,792,2013-01-01 10:00:00
22252.0,772,857,2013-01-01 11:00:00
22198.0,870,866,2013-01-01 12:00:00
21866.0,838,773,2013-01-01 13:00:00
21587.0,1019,432,2013-01-01 14:00:00
21567.0,993,183,2013-01-01 15:00:00
22264.0,755,18,2013-01-01 16:00:00
24971.0,557,0,2013-01-01 17:00:00
27563.0,367,0,2013-01-01 18:00:00
27871.0,297,0,2013-01-01 19:00:00
27309.0,265,0,2013-01-01 20:00:00
26475.0,226,0,2013-01-01 21:00:00
24675.0,274,0,2013-01-01 22:00:00
22813.0,232,0,2013-01-01 23:00:00
21394.0,219,0,2013-01-02 00:00:00
19890.0,211,0,2013-01-02 01:00:00
19445.0,268,0,2013-01-02 02:00:00
19241.0,271,0,2013-01-02 03:00:00
19604.0,329,0,2013-01-02 04:00:00
20698.0,399,0,2013-01-02 05:00:00
23215.0,337,39,2013-01-02 06:00:00
25203.0,296,197,2013-01-02 07:00:00
25889.0,300,526,2013-01-02 08:00:00
26290.0,267,962,2013-01-02 09:00:00
26439.0,306,1182,2013-01-02 10:00:00
26322.0,262,1233,2013-01-02 11:00:00
25955.0,220,1213,2013-01-02 12:00:00
25659.0,148,1117,2013-01-02 13:00:00
25418.0,84,941,2013-01-02 14:00:00
25251.0,67,583,2013-01-02 15:00:00
25478.0,79,231,2013-01-02 16:00:00
27655.0,120,184,2013-01-02 17:00:00
30466.0,105,183,2013-01-02 18:00:00
30066.0,79,183,2013-01-02 19:00:00
29675.0,74,150,2013-01-02 20:00:00
28464.0,63,3,2013-01-02 21:00:00
26647.0,81,0,2013-01-02 22:00:00
24388.0,121,0,2013-01-02 23:00:00
22234.0,134,0,2013-01-03 00:00:00
21394.0,80,0,2013-01-03 01:00:00
20579.0,81,0,2013-01-03 02:00:00
20297.0,87,0,2013-01-03 03:00:00
20642.0,108,0,2013-01-03 04:00:00
21901.0,161,0,2013-01-03 05:00:00
24354.0,225,0,2013-01-03 06:00:00
26423.0,169,116,2013-01-03 07:00:00
26688.0,150,426,2013-01-03 08:00:00
27029.0,223,800,2013-01-03 09:00:00
27063.0,278,957,2013-01-03 10:00:00
26712.0,281,1006,2013-01-03 11:00:00
26308.0,261,1002,2013-01-03 12:00:00
25821.0,305,926,2013-01-03 13:00:00
25693.0,320,707,2013-01-03 14:00:00
25252.0,237,380,2013-01-03 15:00:00
25491.0,127,52,2013-01-03 16:00:00
28034.0,87,0,2013-01-03 17:00:00
30226.0,91,0,2013-01-03 18:00:00
29981.0,101,0,2013-01-03 19:00:00
29548.0,91,0,2013-01-03 20:00:00
28432.0,100,0,2013-01-03 21:00:00
26441.0,102,0,2013-01-03 22:00:00
24154.0,91,0,2013-01-03 23:00:00
21764.0,64,0,2013-01-04 00:00:00
21057.0,58,0,2013-01-04 01:00:00
20624.0,77,0,2013-01-04 02:00:00
20275.0,79,0,2013-01-04 03:00:00
20595.0,78,0,2013-01-04 04:00:00
21925.0,85,0,2013-01-04 05:00:00
24033.0,91,0,2013-01-04 06:00:00
26012.0,82,113,2013-01-04 07:00:00
26679.0,58,436,2013-01-04 08:00:00
26759.0,51,804,2013-01-04 09:00:00
26852.0,43,980,2013-01-04 10:00:00
26587.0,33,1027,2013-01-04 11:00:00
26251.0,26,1019,2013-01-04 12:00:00
25661.0,36,941,2013-01-04 13:00:00
25383.0,26,717,2013-01-04 14:00:00
25139.0,10,399,2013-01-04 15:00:00
25350.0,7,54,2013-01-04 16:00:00
27464.0,8,0,2013-01-04 17:00:00
29540.0,14,0,2013-01-04 18:00:00
29309.0,23,0,2013-01-04 19:00:00
28767.0,23,0,2013-01-04 20:00:00
27838.0,20,0,2013-01-04 21:00:00
26415.0,15,0,2013-01-04 22:00:00
24289.0,17,0,2013-01-04 23:00:00
22216.0,23,0,2013-01-05 00:00:00
21229.0,18,0,2013-01-05 01:00:00
20491.0,22,0,2013-01-05 02:00:00
20140.0,21,0,2013-01-05 03:00:00
20186.0,27,0,2013-01-05 04:00:00
20753.0,18,0,2013-01-05 05:00:00
21742.0,32,0,2013-01-05 06:00:00
22771.0,35,119,2013-01-05 07:00:00
23476.0,40,443,2013-01-05 08:00:00
24022.0,70,805,2013-01-05 09:00:00
24378.0,66,943,2013-01-05 10:00:00
24248.0,108,977,2013-01-05 11:00:00
24069.0,43,946,2013-01-05 12:00:00
23703.0,30,825,2013-01-05 13:00:00
23413.0,23,613,2013-01-05 14:00:00
23410.0,16,288,2013-01-05 15:00:00
23920.0,15,31,2013-01-05 16:00:00
26139.0,30,0,2013-01-05 17:00:00
28499.0,38,0,2013-01-05 18:00:00
27902.0,68,0,2013-01-05 19:00:00
27448.0,58,0,2013-01-05 20:00:00
26561.0,206,0,2013-01-05 21:00:00
25070.0,242,0,2013-01-05 22:00:00
23331.0,365,0,2013-01-05 23:00:00
21165.0,526,0,2013-01-06 00:00:00
20095.0,591,0,2013-01-06 01:00:00
19527.0,730,0,2013-01-06 02:00:00
19116.0,705,0,2013-01-06 03:00:00
18927.0,603,0,2013-01-06 04:00:00
19291.0,592,0,2013-01-06 05:00:00
19965.0,635,0,2013-01-06 06:00:00
20822.0,794,55,2013-01-06 07:00:00
21330.0,717,252,2013-01-06 08:00:00
22184.0,850,471,2013-01-06 09:00:00
22790.0,1357,694,2013-01-06 10:00:00
23096.0,1503,762,2013-01-06 11:00:00
23343.0,1388,735,2013-01-06 12:00:00
23257.0,1338,635,2013-01-06 13:00:00
23116.0,1139,368,2013-01-06 14:00:00
23133.0,1048,204,2013-01-06 15:00:00
23723.0,961,31,2013-01-06 16:00:00
26228.0,1047,0,2013-01-06 17:00:00
28414.0,1520,0,2013-01-06 18:00:00
28350.0,2038,0,2013-01-06 19:00:00
27809.0,1836,0,2013-01-06 20:00:00
26674.0,1202,0,2013-01-06 21:00:00
24798.0,1215,0,2013-01-06 22:00:00
22633.0,1174,0,2013-01-06 23:00:00
20945.0,903,0,2013-01-07 00:00:00
19903.0,985,0,2013-01-07 01:00:00
19396.0,873,0,2013-01-07 02:00:00
19300.0,937,0,2013-01-07 03:00:00
19653.0,1261,0,2013-01-07 04:00:00
20918.0,1698,0,2013-01-07 05:00:00
23436.0,2187,0,2013-01-07 06:00:00
26037.0,2204,89,2013-01-07 07:00:00
27183.0,1737,341,2013-01-07 08:00:00
27459.0,976,671,2013-01-07 09:00:00
27428.0,657,846,2013-01-07 10:00:00
27304.0,536,939,2013-01-07 11:00:00
26652.0,232,925,2013-01-07 12:00:00
26269.0,171,854,2013-01-07 13:00:00
25876.0,195,676,2013-01-07 14:00:00
25463.0,536,376,2013-01-07 15:00:00
25830.0,339,54,2013-01-07 16:00:00
28026.0,156,0,2013-01-07 17:00:00
30472.0,123,0,2013-01-07 18:00:00
30065.0,103,0,2013-01-07 19:00:00
29515.0,76,0,2013-01-07 20:00:00
28190.0,49,0,2013-01-07 21:00:00
25953.0,55,0,2013-01-07 22:00:00
23586.0,65,0,2013-01-07 23:00:00
21717.0,64,0,2013-01-08 00:00:00
20615.0,70,0,2013-01-08 01:00:00
19978.0,77,0,2013-01-08 02:00:00
19713.0,97,0,2013-01-08 03:00:00
20134.0,105,0,2013-01-08 04:00:00
21282.0,104,0,2013-01-08 05:00:00
23720.0,87,0,2013-01-08 06:00:00
26523.0,44,78,2013-01-08 07:00:00
27176.0,38,316,2013-01-08 08:00:00
26997.0,29,627,2013-01-08 09:00:00
26752.0,29,745,2013-01-08 10:00:00
26563.0,34,802,2013-01-08 11:00:00
26081.0,28,806,2013-01-08 12:00:00
25929.0,24,763,2013-01-08 13:00:00
25476.0,14,612,2013-01-08 14:00:00
25293.0,16,392,2013-01-08 15:00:00
25525.0,14,92,2013-01-08 16:00:00
27847.0,15,7,2013-01-08 17:00:00
29964.0,31,0,2013-01-08 18:00:00
29624.0,21,0,2013-01-08 19:00:00
28953.0,29,0,2013-01-08 20:00:00
27656.0,38,0,2013-01-08 21:00:00
25671.0,56,0,2013-01-08 22:00:00
23305.0,80,0,2013-01-08 23:00:00
21319.0,77,0,2013-01-09 00:00:00
20310.0,128,0,2013-01-09 01:00:00
19697.0,86,0,2013-01-09 02:00:00
19429.0,103,0,2013-01-09 03:00:00
19850.0,127,0,2013-01-09 04:00:00
20970.0,130,0,2013-01-09 05:00:00
23340.0,123,8,2013-01-09 06:00:00
25911.0,128,71,2013-01-09 07:00:00
26738.0,147,253,2013-01-09 08:00:00
26880.0,143,536,2013-01-09 09:00:00
26949.0,138,643,2013-01-09 10:00:00
26853.0,174,647,2013-01-09 11:00:00
26546.0,249,572,2013-01-09 12:00:00
26444.0,396,425,2013-01-09 13:00:00
26333.0,433,274,2013-01-09 14:00:00
26259.0,703,134,2013-01-09 15:00:00
26454.0,1159,21,2013-01-09 16:00:00
28654.0,998,0,2013-01-09 17:00:00
30686.0,863,0,2013-01-09 18:00:00
30001.0,991,0,2013-01-09 19:00:00
29165.0,1004,0,2013-01-09 20:00:00
27958.0,1215,0,2013-01-09 21:00:00
25844.0,1448,0,2013-01-09 22:00:00
23324.0,1939,0,2013-01-09 23:00:00
21615.0,2729,0,2013-01-10 00:00:00
20568.0,2973,0,2013-01-10 01:00:00
19976.0,2573,0,2013-01-10 02:00:00
19686.0,2308,0,2013-01-10 03:00:00
19774.0,3249,0,2013-01-10 04:00:00
20967.0,3116,0,2013-01-10 05:00:00
23438.0,2810,0,2013-01-10 06:00:00
26210.0,2675,32,2013-01-10 07:00:00
27072.0,2541,253,2013-01-10 08:00:00
27246.0,2465,529,2013-01-10 09:00:00
27218.0,2665,612,2013-01-10 10:00:00
27133.0,2820,625,2013-01-10 11:00:00
26855.0,2742,557,2013-01-10 12:00:00
26678.0,2670,547,2013-01-10 13:00:00
26175.0,2629,554,2013-01-10 14:00:00
25833.0,2485,351,2013-01-10 15:00:00
26137.0,2418,77,2013-01-10 16:00:00
28023.0,2185,24,2013-01-10 17:00:00
30958.0,2515,0,2013-01-10 18:00:00
30873.0,2768,0,2013-01-10 19:00:00
30431.0,2558,0,2013-01-10 20:00:00
29221.0,2574,0,2013-01-10 21:00:00
27179.0,2211,0,2013-01-10 22:00:00
24763.0,2775,0,2013-01-10 23:00:00
22009.0,2354,0,2013-01-11 00:00:00
20919.0,1866,0,2013-01-11 01:00:00
20967.0,1730,0,2013-01-11 02:00:00
20878.0,1487,0,2013-01-11 03:00:00
21172.0,1283,0,2013-01-11 04:00:00
22319.0,1196,0,2013-01-11 05:00:00
24952.0,1125,10,2013-01-11 06:00:00
27554.0,1252,86,2013-01-11 07:00:00
28226.0,1464,392,2013-01-11 08:00:00
28028.0,1549,722,2013-01-11 09:00:00
28033.0,1650,855,2013-01-11 10:00:00
27615.0,1989,880,2013-01-11 11:00:00
27224.0,2374,878,2013-01-11 12:00:00
26655.0,2349,773,2013-01-11 13:00:00
26248.0,2066,604,2013-01-11 14:00:00
26018.0,1760,379,2013-01-11 15:00:00
26223.0,1432,90,2013-01-11 16:00:00
28199.0,1446,12,2013-01-11 17:00:00
30697.0,1526,0,2013-01-11 18:00:00
30356.0,1641,0,2013-01-11 19:00:00
29791.0,1685,0,2013-01-11 20:00:00
28755.0,1581,0,2013-01-11 21:00:00
27201.0,1771,0,2013-01-11 22:00:00
25029.0,1540,0,2013-01-11 23:00:00
24019.0,1184,0,2013-01-12 00:00:00
22517.0,1108,0,2013-01-12 01:00:00
21142.0,912,0,2013-01-12 02:00:00
20857.0,835,0,2013-01-12 03:00:00
20978.0,735,0,2013-01-12 04:00:00
21521.0,587,0,2013-01-12 05:00:00
22638.0,587,0,2013-01-12 06:00:00
23704.0,625,80,2013-01-12 07:00:00
24460.0,538,377,2013-01-12 08:00:00
24992.0,313,708,2013-01-12 09:00:00
25185.0,222,868,2013-01-12 10:00:00
24714.0,170,902,2013-01-12 11:00:00
24141.0,127,898,2013-01-12 12:00:00
23562.0,88,809,2013-01-12 13:00:00
23078.0,74,666,2013-01-12 14:00:00
22986.0,79,410,2013-01-12 15:00:00
23551.0,200,83,2013-01-12 16:00:00
26012.0,322,0,2013-01-12 17:00:00
28877.0,281,0,2013-01-12 18:00:00
28811.0,272,0,2013-01-12 19:00:00
28231.0,203,0,2013-01-12 20:00:00
27608.0,55,0,2013-01-12 21:00:00
26438.0,57,0,2013-01-12 22:00:00
24757.0,112,0,2013-01-12 23:00:00
22268.0,150,0,2013-01-13 00:00:00
21572.0,135,0,2013-01-13 01:00:00
21008.0,167,0,2013-01-13 02:00:00
20675.0,242,0,2013-01-13 03:00:00
20714.0,259,0,2013-01-13 04:00:00
21198.0,268,0,2013-01-13 05:00:00
22058.0,252,0,2013-01-13 06:00:00
22777.0,270,75,2013-01-13 07:00:00
23580.0,213,370,2013-01-13 08:00:00
23960.0,143,642,2013-01-13 09:00:00
24000.0,153,856,2013-01-13 10:00:00
23795.0,336,1059,2013-01-13 11:00:00
23415.0,436,1021,2013-01-13 12:00:00
23044.0,875,925,2013-01-13 13:00:00
22700.0,1232,725,2013-01-13 14:00:00
22863.0,1266,436,2013-01-13 15:00:00
23532.0,1369,88,2013-01-13 16:00:00
26307.0,965,0,2013-01-13 17:00:00
29325.0,475,0,2013-01-13 18:00:00
29533.0,674,0,2013-01-13 19:00:00
28812.0,1166,0,2013-01-13 20:00:00
28031.0,1130,0,2013-01-13 21:00:00
26203.0,1130,0,2013-01-13 22:00:00
23951.0,1139,0,2013-01-13 23:00:00
21864.0,1142,0,2013-01-14 00:00:00
21185.0,1111,0,2013-01-14 01:00:00
20782.0,1061,0,2013-01-14 02:00:00
20843.0,1035,0,2013-01-14 03:00:00
21414.0,986,0,2013-01-14 04:00:00
22945.0,804,0,2013-01-14 05:00:00
25681.0,624,0,2013-01-14 06:00:00
28622.0,601,126,2013-01-14 07:00:00
29340.0,612,508,2013-01-14 08:00:00
28971.0,547,931,2013-01-14 09:00:00
28679.0,629,1076,2013-01-14 10:00:00
28177.0,409,1102,2013-01-14 11:00:00
27572.0,315,1092,2013-01-14 12:00:00
27148.0,303,1046,2013-01-14 13:00:00
26723.0,336,866,2013-01-14 14:00:00
26412.0,388,522,2013-01-14 15:00:00
26914.0,308,104,2013-01-14 16:00:00
29028.0,262,0,2013-01-14 17:00:00
31702.0,324,0,2013-01-14 18:00:00
32088.0,372,0,2013-01-14 19:00:00
31543.0,344,0,2013-01-14 20:00:00
30270.0,382,0,2013-01-14 21:00:00
27916.0,327,0,2013-01-14 22:00:00
25473.0,274,0,2013-01-14 23:00:00
23429.0,189,0,2013-01-15 00:00:00
22389.0,172,0,2013-01-15 01:00:00
21633.0,168,0,2013-01-15 02:00:00
21633.0,128,0,2013-01-15 03:00:00
21983.0,106,0,2013-01-15 04:00:00
23440.0,118,0,2013-01-15 05:00:00
26193.0,128,0,2013-01-15 06:00:00
29061.0,175,130,2013-01-15 07:00:00
29382.0,284,506,2013-01-15 08:00:00
28876.0,359,904,2013-01-15 09:00:00
28317.0,390,1025,2013-01-15 10:00:00
27768.0,318,1072,2013-01-15 11:00:00
27079.0,277,1073,2013-01-15 12:00:00
26715.0,289,1014,2013-01-15 13:00:00
26299.0,319,833,2013-01-15 14:00:00
26098.0,315,499,2013-01-15 15:00:00
26374.0,284,101,2013-01-15 16:00:00
28395.0,214,0,2013-01-15 17:00:00
31344.0,163,0,2013-01-15 18:00:00
31221.0,147,0,2013-01-15 19:00:00
30748.0,161,0,2013-01-15 20:00:00
29544.0,183,0,2013-01-15 21:00:00
27328.0,203,0,2013-01-15 22:00:00
24779.0,224,0,2013-01-15 23:00:00
22752.0,192,0,2013-01-16 00:00:00
21717.0,183,0,2013-01-16 01:00:00
21325.0,163,0,2013-01-16 02:00:00
21278.0,142,0,2013-01-16 03:00:00
21616.0,153,0,2013-01-16 04:00:00
22960.0,150,0,2013-01-16 05:00:00
25697.0,145,0,2013-01-16 06:00:00
28439.0,148,141,2013-01-16 07:00:00
28777.0,159,550,2013-01-16 08:00:00
28449.0,165,942,2013-01-16 09:00:00
27863.0,179,1092,2013-01-16 10:00:00
27361.0,179,1140,2013-01-16 11:00:00
26798.0,208,1139,2013-01-16 12:00:00
26347.0,198,1081,2013-01-16 13:00:00
25953.0,207,895,2013-01-16 14:00:00
25807.0,215,532,2013-01-16 15:00:00
25956.0,232,115,2013-01-16 16:00:00
27576.0,231,3,2013-01-16 17:00:00
30541.0,253,0,2013-01-16 18:00:00
30250.0,262,0,2013-01-16 19:00:00
29769.0,274,0,2013-01-16 20:00:00
28645.0,253,0,2013-01-16 21:00:00
26437.0,249,0,2013-01-16 22:00:00
24054.0,262,0,2013-01-16 23:00:00
22276.0,286,0,2013-01-17 00:00:00
21193.0,307,0,2013-01-17 01:00:00
20721.0,323,0,2013-01-17 02:00:00
20521.0,322,0,2013-01-17 03:00:00
20848.0,335,0,2013-01-17 04:00:00
22171.0,335,0,2013-01-17 05:00:00
24853.0,351,19,2013-01-17 06:00:00
27595.0,359,164,2013-01-17 07:00:00
28033.0,339,553,2013-01-17 08:00:00
27689.0,345,937,2013-01-17 09:00:00
27416.0,360,1092,2013-01-17 10:00:00
27146.0,333,1142,2013-01-17 11:00:00
26473.0,374,1145,2013-01-17 12:00:00
26212.0,377,1100,2013-01-17 13:00:00
25997.0,377,909,2013-01-17 14:00:00
25697.0,348,545,2013-01-17 15:00:00
25930.0,311,114,2013-01-17 16:00:00
27260.0,335,0,2013-01-17 17:00:00
29901.0,308,0,2013-01-17 18:00:00
29530.0,236,0,2013-01-17 19:00:00
28941.0,196,0,2013-01-17 20:00:00
27798.0,164,0,2013-01-17 21:00:00
25652.0,159,0,2013-01-17 22:00:00
23440.0,168,0,2013-01-17 23:00:00
21543.0,159,0,2013-01-18 00:00:00
20512.0,178,0,2013-01-18 01:00:00
20004.0,201,0,2013-01-18 02:00:00
19863.0,204,0,2013-01-18 03:00:00
20163.0,210,0,2013-01-18 04:00:00
21430.0,200,0,2013-01-18 05:00:00
23925.0,171,0,2013-01-18 06:00:00
26560.0,190,130,2013-01-18 07:00:00
27008.0,166,562,2013-01-18 08:00:00
26892.0,164,964,2013-01-18 09:00:00
26751.0,189,1120,2013-01-18 10:00:00
26439.0,259,1164,2013-01-18 11:00:00
25965.0,307,1166,2013-01-18 12:00:00
25801.0,372,1107,2013-01-18 13:00:00
25516.0,331,911,2013-01-18 14:00:00
25374.0,265,548,2013-01-18 15:00:00
25340.0,179,113,2013-01-18 16:00:00
26540.0,176,0,2013-01-18 17:00:00
28896.0,172,0,2013-01-18 18:00:00
28525.0,193,0,2013-01-18 19:00:00
27733.0,217,0,2013-01-18 20:00:00
26722.0,208,0,2013-01-18 21:00:00
25178.0,188,0,2013-01-18 22:00:00
23200.0,181,0,2013-01-18 23:00:00
21473.0,211,0,2013-01-19 00:00:00
20319.0,230,0,2013-01-19 01:00:00
19677.0,180,0,2013-01-19 02:00:00
19385.0,157,0,2013-01-19 03:00:00
19503.0,188,0,2013-01-19 04:00:00
19983.0,188,0,2013-01-19 05:00:00
21178.0,165,0,2013-01-19 06:00:00
22253.0,143,139,2013-01-19 07:00:00
22968.0,155,538,2013-01-19 08:00:00
23362.0,228,920,2013-01-19 09:00:00
23604.0,215,1062,2013-01-19 10:00:00
23289.0,187,1106,2013-01-19 11:00:00
22933.0,175,1104,2013-01-19 12:00:00
22674.0,199,1055,2013-01-19 13:00:00
22411.0,149,894,2013-01-19 14:00:00
22256.0,115,542,2013-01-19 15:00:00
22640.0,84,124,2013-01-19 16:00:00
24043.0,103,0,2013-01-19 17:00:00
26687.0,126,0,2013-01-19 18:00:00
26475.0,154,0,2013-01-19 19:00:00
26037.0,141,0,2013-01-19 20:00:00
25059.0,134,0,2013-01-19 21:00:00
23811.0,118,0,2013-01-19 22:00:00
22134.0,84,0,2013-01-19 23:00:00
20862.0,67,0,2013-01-20 00:00:00
19947.0,49,0,2013-01-20 01:00:00
19072.0,52,0,2013-01-20 02:00:00
18841.0,47,0,2013-01-20 03:00:00
18898.0,54,0,2013-01-20 04:00:00
19254.0,78,0,2013-01-20 05:00:00
20048.0,153,0,2013-01-20 06:00:00
20733.0,208,141,2013-01-20 07:00:00
21587.0,189,548,2013-01-20 08:00:00
22045.0,222,924,2013-01-20 09:00:00
22273.0,221,1065,2013-01-20 10:00:00
22121.0,185,1104,2013-01-20 11:00:00
22003.0,184,1098,2013-01-20 12:00:00
21809.0,188,995,2013-01-20 13:00:00
21569.0,198,806,2013-01-20 14:00:00
21660.0,197,522,2013-01-20 15:00:00
21952.0,168,126,2013-01-20 16:00:00
23654.0,158,0,2013-01-20 17:00:00
26578.0,173,0,2013-01-20 18:00:00
26445.0,168,0,2013-01-20 19:00:00
25974.0,154,0,2013-01-20 20:00:00
24960.0,115,0,2013-01-20 21:00:00
23348.0,93,0,2013-01-20 22:00:00
21594.0,80,0,2013-01-20 23:00:00
20385.0,84,0,2013-01-21 00:00:00
19478.0,105,0,2013-01-21 01:00:00
19083.0,120,0,2013-01-21 02:00:00
18873.0,140,0,2013-01-21 03:00:00
19265.0,176,0,2013-01-21 04:00:00
20400.0,207,0,2013-01-21 05:00:00
22387.0,253,0,2013-01-21 06:00:00
23963.0,216,135,2013-01-21 07:00:00
25135.0,216,493,2013-01-21 08:00:00
25962.0,248,831,2013-01-21 09:00:00
26147.0,269,988,2013-01-21 10:00:00
26317.0,249,1041,2013-01-21 11:00:00
26087.0,188,1044,2013-01-21 12:00:00
25731.0,134,991,2013-01-21 13:00:00
25458.0,110,813,2013-01-21 14:00:00
25229.0,78,473,2013-01-21 15:00:00
25304.0,48,111,2013-01-21 16:00:00
26398.0,71,0,2013-01-21 17:00:00
29323.0,74,0,2013-01-21 18:00:00
29190.0,69,0,2013-01-21 19:00:00
28242.0,48,0,2013-01-21 20:00:00
26977.0,55,0,2013-01-21 21:00:00
24972.0,55,0,2013-01-21 22:00:00
22654.0,67,0,2013-01-21 23:00:00
20862.0,85,0,2013-01-22 00:00:00
19934.0,87,0,2013-01-22 01:00:00
19486.0,79,0,2013-01-22 02:00:00
19348.0,98,0,2013-01-22 03:00:00
19749.0,144,0,2013-01-22 04:00:00
21019.0,175,0,2013-01-22 05:00:00
23615.0,131,0,2013-01-22 06:00:00
26218.0,134,142,2013-01-22 07:00:00
26897.0,122,494,2013-01-22 08:00:00
26863.0,174,842,2013-01-22 09:00:00
26768.0,180,1008,2013-01-22 10:00:00
26690.0,176,1055,2013-01-22 11:00:00
26438.0,286,1041,2013-01-22 12:00:00
26336.0,340,916,2013-01-22 13:00:00
26327.0,192,692,2013-01-22 14:00:00
26112.0,145,398,2013-01-22 15:00:00
26252.0,97,62,2013-01-22 16:00:00
27090.0,52,0,2013-01-22 17:00:00
29966.0,43,0,2013-01-22 18:00:00
29444.0,57,0,2013-01-22 19:00:00
28604.0,95,0,2013-01-22 20:00:00
27100.0,98,0,2013-01-22 21:00:00
25092.0,98,0,2013-01-22 22:00:00
22801.0,108,0,2013-01-22 23:00:00
20763.0,132,0,2013-01-23 00:00:00
19911.0,118,0,2013-01-23 01:00:00
19478.0,114,0,2013-01-23 02:00:00
19230.0,98,0,2013-01-23 03:00:00
19522.0,100,0,2013-01-23 04:00:00
20746.0,107,0,2013-01-23 05:00:00
22917.0,102,0,2013-01-23 06:00:00
25565.0,199,48,2013-01-23 07:00:00
26374.0,193,186,2013-01-23 08:00:00
26736.0,148,491,2013-01-23 09:00:00
27053.0,95,574,2013-01-23 10:00:00
27322.0,98,520,2013-01-23 11:00:00
27287.0,93,687,2013-01-23 12:00:00
27247.0,107,603,2013-01-23 13:00:00
27037.0,105,442,2013-01-23 14:00:00
26776.0,118,148,2013-01-23 15:00:00
26810.0,199,29,2013-01-23 16:00:00
28038.0,145,0,2013-01-23 17:00:00
30037.0,205,0,2013-01-23 18:00:00
29350.0,247,0,2013-01-23 19:00:00
28480.0,181,0,2013-01-23 20:00:00
27194.0,296,0,2013-01-23 21:00:00
24833.0,377,0,2013-01-23 22:00:00
22572.0,319,0,2013-01-23 23:00:00
20656.0,202,0,2013-01-24 00:00:00
19773.0,334,0,2013-01-24 01:00:00
19078.0,404,0,2013-01-24 02:00:00
19012.0,237,0,2013-01-24 03:00:00
19358.0,97,0,2013-01-24 04:00:00
20337.0,178,0,2013-01-24 05:00:00
22707.0,173,0,2013-01-24 06:00:00
25377.0,218,5,2013-01-24 07:00:00
26284.0,144,43,2013-01-24 08:00:00
26653.0,152,111,2013-01-24 09:00:00
27145.0,119,232,2013-01-24 10:00:00
27068.0,82,322,2013-01-24 11:00:00
27089.0,98,295,2013-01-24 12:00:00
26778.0,83,299,2013-01-24 13:00:00
26417.0,75,288,2013-01-24 14:00:00
26246.0,35,167,2013-01-24 15:00:00
26400.0,10,40,2013-01-24 16:00:00
27449.0,15,0,2013-01-24 17:00:00
29316.0,35,0,2013-01-24 18:00:00
29223.0,31,0,2013-01-24 19:00:00
28431.0,44,0,2013-01-24 20:00:00
26982.0,38,0,2013-01-24 21:00:00
25049.0,41,0,2013-01-24 22:00:00
22651.0,60,0,2013-01-24 23:00:00
20783.0,53,0,2013-01-25 00:00:00
19685.0,37,0,2013-01-25 01:00:00
19173.0,51,0,2013-01-25 02:00:00
