load,wind,solar,time
21416.0,41,0,2014-01-01 00:00:00
20339.0,46,0,2014-01-01 01:00:00
19477.0,45,0,2014-01-01 02:00:00
18977.0,35,0,2014-01-01 03:00:00
18814.0,25,0,2014-01-01 04:00:00
19010.0,27,0,2014-01-01 05:00:00
19573.0,41,0,2014-01-01 06:00:00
20085.0,65,367,2014-01-01 07:00:00
20392.0,81,1402,2014-01-01 08:00:00
20728.0,85,2297,2014-01-01 09:00:00
21037.0,90,2684,2014-01-01 10:00:00
21019.0,84,2830,2014-01-01 11:00:00
20964.0,71,2803,2014-01-01 12:00:00
20746.0,52,2654,2014-01-01 13:00:00
20770.0,42,2167,2014-01-01 14:00:00
20818.0,28,1120,2014-01-01 15:00:00
21439.0,11,2,2014-01-01 16:00:00
23771.0,13,0,2014-01-01 17:00:00
26143.0,17,0,2014-01-01 18:00:00
25941.0,20,0,2014-01-01 19:00:00
25445.0,25,0,2014-01-01 20:00:00
24701.0,28,0,2014-01-01 21:00:00
23293.0,23,0,2014-01-01 22:00:00
21381.0,17,0,2014-01-01 23:00:00
19814.0,18,0,2014-01-02 00:00:00
18903.0,24,0,2014-01-02 01:00:00
18449.0,23,0,2014-01-02 02:00:00
18315.0,28,0,2014-01-02 03:00:00
18635.0,30,0,2014-01-02 04:00:00
19727.0,51,0,2014-01-02 05:00:00
21838.0,68,24,2014-01-02 06:00:00
24033.0,69,436,2014-01-02 07:00:00
24375.0,94,1494,2014-01-02 08:00:00
25026.0,67,2433,2014-01-02 09:00:00
25406.0,41,2803,2014-01-02 10:00:00
25449.0,40,2945,2014-01-02 11:00:00
25293.0,33,2946,2014-01-02 12:00:00
25259.0,23,2778,2014-01-02 13:00:00
25247.0,20,2181,2014-01-02 14:00:00
25070.0,16,1293,2014-01-02 15:00:00
25225.0,12,221,2014-01-02 16:00:00
26941.0,11,212,2014-01-02 17:00:00
29534.0,9,212,2014-01-02 18:00:00
28766.0,6,210,2014-01-02 19:00:00
28015.0,4,210,2014-01-02 20:00:00
26849.0,4,43,2014-01-02 21:00:00
24991.0,3,0,2014-01-02 22:00:00
