load,wind,solar,time
23685.0,628,0,2015-05-01 00:00:00
22096.0,911,0,2015-05-01 01:00:00
21066.0,932,0,2015-05-01 02:00:00
20516.0,908,0,2015-05-01 03:00:00
20405.0,887,0,2015-05-01 04:00:00
21161.0,869,0,2015-05-01 05:00:00
22619.0,738,240,2015-05-01 06:00:00
24491.0,544,1696,2015-05-01 07:00:00
25880.0,546,3313,2015-05-01 08:00:00
27081.0,418,4614,2015-05-01 09:00:00
28214.0,359,5308,2015-05-01 10:00:00
29356.0,456,5324,2015-05-01 11:00:00
29892.0,584,5531,2015-05-01 12:00:00
30717.0,768,5130,2015-05-01 13:00:00
31609.0,876,5196,2015-05-01 14:00:00
32291.0,1115,5152,2015-05-01 15:00:00
32726.0,1233,4120,2015-05-01 16:00:00
32489.0,1312,2703,2015-05-01 17:00:00
31826.0,1257,1151,2015-05-01 18:00:00
31104.0,1371,0,2015-05-01 19:00:00
31476.0,1590,0,2015-05-01 20:00:00
30562.0,1807,0,2015-05-01 21:00:00
28282.0,1865,0,2015-05-01 22:00:00
25583.0,1788,0,2015-05-01 23:00:00
23336.0,1709,0,2015-05-02 00:00:00
21708.0,1882,0,2015-05-02 01:00:00
20570.0,1923,0,2015-05-02 02:00:00
19908.0,1843,0,2015-05-02 03:00:00
19579.0,1664,0,2015-05-02 04:00:00
19836.0,1497,0,2015-05-02 05:00:00
20268.0,1300,259,2015-05-02 06:00:00
20830.0,1050,1974,2015-05-02 07:00:00
22040.0,936,4260,2015-05-02 08:00:00
23140.0,915,5359,2015-05-02 09:00:00
23909.0,875,5779,2015-05-02 10:00:00
24479.0,798,5759,2015-05-02 11:00:00
24955.0,929,5490,2015-05-02 12:00:00
25392.0,1037,5574,2015-05-02 13:00:00
25943.0,1117,5489,2015-05-02 14:00:00
26462.0,1280,5256,2015-05-02 15:00:00
27128.0,1462,4681,2015-05-02 16:00:00
27472.0,1814,3549,2015-05-02 17:00:00
27559.0,2175,1532,2015-05-02 18:00:00
27310.0,2287,0,2015-05-02 19:00:00
28108.0,2678,0,2015-05-02 20:00:00
27329.0,3721,0,2015-05-02 21:00:00
25036.0,3708,0,2015-05-02 22:00:00
23223.0,3220,0,2015-05-02 23:00:00
21602.0,2770,0,2015-05-03 00:00:00
20333.0,2964,0,2015-05-03 01:00:00
19413.0,2795,0,2015-05-03 02:00:00
18847.0,2525,0,2015-05-03 03:00:00
18584.0,2208,0,2015-05-03 04:00:00
18709.0,2114,0,2015-05-03 05:00:00
18819.0,1961,261,2015-05-03 06:00:00
19033.0,1648,1478,2015-05-03 07:00:00
19963.0,1417,2925,2015-05-03 08:00:00
20862.0,1233,4020,2015-05-03 09:00:00
21189.0,1122,4452,2015-05-03 10:00:00
21565.0,1175,5033,2015-05-03 11:00:00
21953.0,1539,5410,2015-05-03 12:00:00
22092.0,1970,4878,2015-05-03 13:00:00
22400.0,2036,4728,2015-05-03 14:00:00
22830.0,2116,4656,2015-05-03 15:00:00
23545.0,2353,4293,2015-05-03 16:00:00
23982.0,2654,3305,2015-05-03 17:00:00
24605.0,3003,1499,2015-05-03 18:00:00
24927.0,3145,0,2015-05-03 19:00:00
26559.0,3261,0,2015-05-03 20:00:00
26625.0,3187,0,2015-05-03 21:00:00
24489.0,3167,0,2015-05-03 22:00:00
22208.0,3431,0,2015-05-03 23:00:00
20411.0,3057,0,2015-05-04 00:00:00
19434.0,3124,0,2015-05-04 01:00:00
18943.0,3125,0,2015-05-04 02:00:00
18686.0,3069,0,2015-05-04 03:00:00
18838.0,2968,0,2015-05-04 04:00:00
19743.0,2923,0,2015-05-04 05:00:00
21763.0,2862,271,2015-05-04 06:00:00
23902.0,2724,1765,2015-05-04 07:00:00
25056.0,2326,3559,2015-05-04 08:00:00
25736.0,1913,4460,2015-05-04 09:00:00
26256.0,1290,5079,2015-05-04 10:00:00
26600.0,964,5340,2015-05-04 11:00:00
26238.0,952,5321,2015-05-04 12:00:00
26215.0,1248,5111,2015-05-04 13:00:00
26154.0,1894,5059,2015-05-04 14:00:00
26358.0,2370,4547,2015-05-04 15:00:00
26470.0,2962,3907,2015-05-04 16:00:00
26446.0,3508,2987,2015-05-04 17:00:00
26506.0,3679,1280,2015-05-04 18:00:00
26855.0,3713,0,2015-05-04 19:00:00
28394.0,3523,0,2015-05-04 20:00:00
28285.0,3520,0,2015-05-04 21:00:00
25992.0,3582,0,2015-05-04 22:00:00
23251.0,3551,0,2015-05-04 23:00:00
21437.0,2957,0,2015-05-05 00:00:00
20376.0,2884,0,2015-05-05 01:00:00
19754.0,2737,0,2015-05-05 02:00:00
19414.0,2752,0,2015-05-05 03:00:00
19558.0,2725,0,2015-05-05 04:00:00
20419.0,2723,0,2015-05-05 05:00:00
22271.0,2702,286,2015-05-05 06:00:00
24305.0,2528,1736,2015-05-05 07:00:00
25319.0,2538,3687,2015-05-05 08:00:00
25644.0,2457,5001,2015-05-05 09:00:00
26043.0,2469,5208,2015-05-05 10:00:00
26089.0,2224,5431,2015-05-05 11:00:00
25993.0,2303,5654,2015-05-05 12:00:00
26068.0,2727,4990,2015-05-05 13:00:00
25986.0,3015,4889,2015-05-05 14:00:00
25883.0,3351,4454,2015-05-05 15:00:00
25998.0,3626,3773,2015-05-05 16:00:00
25813.0,3717,3007,2015-05-05 17:00:00
25832.0,3878,1214,2015-05-05 18:00:00
26100.0,3823,0,2015-05-05 19:00:00
27591.0,3753,0,2015-05-05 20:00:00
27910.0,3595,0,2015-05-05 21:00:00
25640.0,3532,0,2015-05-05 22:00:00
23162.0,3570,0,2015-05-05 23:00:00
21246.0,3118,0,2015-05-06 00:00:00
20193.0,3208,0,2015-05-06 01:00:00
19565.0,3161,0,2015-05-06 02:00:00
19261.0,3022,0,2015-05-06 03:00:00
19387.0,3065,0,2015-05-06 04:00:00
20346.0,3063,0,2015-05-06 05:00:00
22149.0,3124,294,2015-05-06 06:00:00
24074.0,3055,1873,2015-05-06 07:00:00
25139.0,2905,3832,2015-05-06 08:00:00
25408.0,2590,4838,2015-05-06 09:00:00
25806.0,2442,5341,2015-05-06 10:00:00
25806.0,2535,5228,2015-05-06 11:00:00
25595.0,2673,5294,2015-05-06 12:00:00
25561.0,2992,5076,2015-05-06 13:00:00
25692.0,3256,4739,2015-05-06 14:00:00
25754.0,3289,4753,2015-05-06 15:00:00
25786.0,3657,4173,2015-05-06 16:00:00
25580.0,3856,3078,2015-05-06 17:00:00
25596.0,3654,1404,2015-05-06 18:00:00
